Gene Name,Canonical Transcript,GeVIR %,LOEUF %,VIRLoF %,GeVIR AD,LOEUF AD,VIRLoF AD,GeVIR AR,LOEUF AR,VIRLoF AR
HSPBAP1,ENST00000306103,55.86,56.67,55.95,0.57,0.53,0.49,1.63,1.55,1.76
NT5DC2,ENST00000422318,55.86,37.83,45.57,0.57,0.8,0.68,1.63,1.7,1.97
AIM1,ENST00000369066,55.87,53.54,54.23,0.57,0.63,0.59,1.63,1.7,1.74
CCNB2,ENST00000288207,55.88,64.21,60.59,0.57,0.49,0.44,1.63,1.21,1.58
STK32A,ENST00000397936,55.88,47.5,50.76,0.57,0.62,0.66,1.63,2.01,1.84
NELFA,ENST00000382882,55.89,25.99,39.32,0.57,1.2,0.8,1.63,1.1,2.04
ZSCAN16,ENST00000340487,55.89,76.86,68.33,0.57,0.43,0.49,1.63,0.81,1.07
GSTM4,ENST00000369836,55.9,83.99,72.62,0.57,0.28,0.46,1.63,0.46,0.81
SAMD12,ENST00000314727,55.9,68.55,63.37,0.57,0.53,0.49,1.63,1.2,1.36
ND1,ENST00000240488,55.91,73.33,66.31,0.57,0.56,0.53,1.63,1.02,1.21
RAX,ENST00000334889,55.91,48.08,51.07,0.57,0.63,0.66,1.63,1.99,1.89
OPN1SW,ENST00000249389,55.92,41.81,47.62,0.57,0.61,0.65,1.64,1.8,1.88
HEXA,ENST00000268097,55.92,54.41,54.76,0.57,0.62,0.56,1.64,1.66,1.74
SLC35B2,ENST00000393812,55.93,36.88,45.05,0.57,0.76,0.7,1.64,1.7,2.02
OXSM,ENST00000280701,55.93,66.62,62.05,0.58,0.54,0.48,1.64,1.22,1.44
TCTE3,ENST00000366774,55.94,91.97,77.1,0.58,0.23,0.37,1.64,0.33,0.61
ANXA10,ENST00000359299,55.94,66.78,62.15,0.58,0.56,0.48,1.64,1.23,1.44
CCDC88C,ENST00000389857,55.95,21.95,37.25,0.58,1.47,0.82,1.64,0.8,1.99
LAMA1,ENST00000389658,55.95,30.13,41.26,0.58,1.09,0.75,1.64,1.41,2.01
TTC30B,ENST00000408939,55.96,65.85,61.62,0.58,0.54,0.46,1.63,1.23,1.48
BRCA1,ENST00000471181,55.96,49.2,51.72,0.58,0.66,0.62,1.63,2.03,1.94
WDR16,ENST00000352665,55.97,68.98,63.7,0.58,0.54,0.49,1.63,1.15,1.39
NDUFS4,ENST00000296684,55.97,65.84,61.65,0.58,0.54,0.46,1.63,1.22,1.47
FGD3,ENST00000375482,55.98,37.06,45.18,0.58,0.78,0.7,1.63,1.68,2
ACADSB,ENST00000358776,55.98,63.89,60.42,0.58,0.48,0.44,1.63,1.22,1.58
TMEM159,ENST00000233047,55.99,84.06,72.73,0.58,0.27,0.43,1.63,0.45,0.81
ETV4,ENST00000319349,55.99,46.7,50.39,0.58,0.73,0.67,1.63,1.97,1.9
TRPM1,ENST00000542188,56,56.69,56.05,0.58,0.53,0.49,1.63,1.55,1.76
THEMIS,ENST00000543064,56,46.99,50.52,0.58,0.7,0.67,1.63,1.96,1.85
USPL1,ENST00000255304,56.01,22.08,37.33,0.58,1.49,0.84,1.63,0.82,2.01
BIN3,ENST00000276416,56.01,82.58,71.89,0.58,0.34,0.43,1.63,0.51,0.82
GALNT6,ENST00000543196,56.02,49.41,51.87,0.58,0.65,0.62,1.63,2.01,1.93
FAM83G,ENST00000388995,56.02,35.85,44.42,0.58,0.8,0.61,1.63,1.58,2.04
SPHK2,ENST00000245222,56.03,53.67,54.39,0.58,0.63,0.58,1.62,1.69,1.75
RAB11FIP5,ENST00000258098,56.04,38.49,45.96,0.58,0.73,0.7,1.62,1.68,1.97
FGF4,ENST00000168712,56.04,60.46,58.3,0.58,0.52,0.48,1.62,1.41,1.65
DLC1,ENST00000276297,56.05,8.41,30.45,0.58,2.52,0.8,1.62,0.46,1.46
DGCR2,ENST00000263196,56.05,50.03,52.3,0.58,0.66,0.59,1.62,2.01,1.91
RBP2,ENST00000232217,56.06,47.43,50.81,0.58,0.66,0.67,1.62,2.02,1.85
CR2,ENST00000367057,56.06,46.47,50.3,0.58,0.73,0.65,1.62,2.02,1.92
OR10V1,ENST00000307552,56.07,83.79,72.58,0.58,0.27,0.46,1.62,0.47,0.82
SFTPB,ENST00000393822,56.07,38.67,46.08,0.58,0.7,0.68,1.62,1.66,1.97
IL12A,ENST00000305579,56.08,43.34,48.61,0.58,0.59,0.67,1.61,1.94,1.85
ATMIN,ENST00000299575,56.08,41.52,47.59,0.58,0.62,0.65,1.61,1.83,1.88
PRIM2,ENST00000607273,56.09,47.7,50.95,0.58,0.61,0.66,1.61,1.97,1.85
NDUFV1,ENST00000322776,56.09,69.03,63.83,0.58,0.54,0.49,1.61,1.14,1.38
F2R,ENST00000319211,56.1,57.88,56.86,0.58,0.57,0.51,1.61,1.48,1.7
TPBG,ENST00000369750,56.1,63.34,60.15,0.58,0.48,0.48,1.61,1.3,1.61
PCDH15,ENST00000361849,56.11,43.28,48.62,0.58,0.61,0.67,1.61,1.94,1.85
RPS30,ENST00000507110,56.11,60.57,58.39,0.58,0.52,0.52,1.61,1.41,1.65
DDX54,ENST00000314045,56.12,35.53,44.29,0.58,0.77,0.61,1.61,1.57,2.04
PRADC1,ENST00000258083,56.12,80.57,70.69,0.58,0.37,0.43,1.61,0.57,0.88
SLC2A3,ENST00000075120,56.13,29.18,40.82,0.58,1.13,0.8,1.61,1.34,2.04
KRT6A,ENST00000330722,56.13,43.87,48.9,0.58,0.61,0.71,1.61,1.96,1.84
SYTL5,ENST00000456733,56.14,34.08,43.49,0.58,0.84,0.62,1.61,1.54,2
ARL15,ENST00000504924,56.14,66.48,62.09,0.58,0.57,0.48,1.61,1.21,1.44
CDKL4,ENST00000378803,56.15,86.06,73.89,0.58,0.27,0.42,1.61,0.44,0.7
UFSP2,ENST00000264689,56.15,45.07,49.53,0.58,0.67,0.67,1.62,1.97,1.85
C16orf45,ENST00000300006,56.16,43.11,48.53,0.58,0.61,0.68,1.62,1.9,1.86
GALR1,ENST00000299727,56.16,65.98,61.81,0.58,0.56,0.47,1.62,1.22,1.46
ARHGAP27,ENST00000376922,56.17,29.34,40.97,0.58,1.11,0.76,1.62,1.36,2.05
AGMAT,ENST00000375826,56.17,82.09,71.7,0.58,0.34,0.46,1.62,0.5,0.82
RAB37,ENST00000392614,56.18,76.16,68.15,0.58,0.43,0.49,1.62,0.87,1.08
VIL1,ENST00000248444,56.19,47.55,50.92,0.58,0.61,0.66,1.62,2.02,1.85
S1PR5,ENST00000439028,56.19,42.2,48.06,0.59,0.61,0.67,1.62,1.87,1.88
PON3,ENST00000265627,56.2,70.47,64.7,0.59,0.52,0.49,1.61,1.08,1.33
PRL,ENST00000306482,56.2,75.82,67.91,0.59,0.43,0.51,1.61,0.89,1.1
C12orf57,ENST00000229281,56.21,91.86,77.19,0.59,0.23,0.35,1.61,0.32,0.59
F2RL1,ENST00000296677,56.21,68.67,63.66,0.59,0.53,0.49,1.61,1.17,1.39
KIAA1217,ENST00000376454,56.22,20.46,36.44,0.58,1.43,0.84,1.61,0.77,1.88
EAPP,ENST00000250454,56.22,79.24,69.96,0.58,0.39,0.47,1.61,0.68,0.92
NCMAP,ENST00000374392,56.23,88.12,75.11,0.58,0.24,0.39,1.62,0.38,0.67
CAPNS1,ENST00000246533,56.23,61.57,59.07,0.58,0.54,0.49,1.62,1.41,1.68
CARS,ENST00000380525,56.24,24.72,38.74,0.58,1.32,0.82,1.62,1.05,2.02
LYPD1,ENST00000397463,56.24,87.16,74.63,0.58,0.2,0.4,1.63,0.41,0.68
AURKC,ENST00000302804,56.25,37.47,45.59,0.58,0.77,0.68,1.62,1.67,1.97
EP1B,ENST00000269202,56.25,69.47,64.12,0.58,0.54,0.52,1.62,1.12,1.37
TAAR8,ENST00000275200,56.26,79.98,70.43,0.58,0.37,0.43,1.62,0.61,0.91
EMILIN1,ENST00000380320,56.26,23.49,38.16,0.58,1.42,0.85,1.62,0.92,2.05
CAM,ENST00000264036,56.27,30.68,41.7,0.58,1.05,0.72,1.63,1.38,2.01
GPR15,ENST00000284311,56.27,85.66,73.78,0.58,0.27,0.42,1.63,0.44,0.71
FBXO16,ENST00000380254,56.28,66.61,62.27,0.58,0.54,0.48,1.63,1.22,1.43
PTGES3L,ENST00000409446,56.28,59.04,57.63,0.58,0.51,0.51,1.63,1.43,1.67
CHML,ENST00000366553,56.29,49.97,52.4,0.58,0.66,0.61,1.63,2.02,1.9
PARD3B,ENST00000358768,56.29,38.78,46.22,0.58,0.7,0.67,1.63,1.66,1.94
GYLTL1B,ENST00000531526,56.3,57.55,56.73,0.58,0.57,0.52,1.63,1.48,1.71
ZNF280B,ENST00000360412,56.3,36.04,44.78,0.58,0.8,0.65,1.63,1.58,2.04
ASB18,ENST00000409749,56.31,86.97,74.56,0.58,0.22,0.4,1.63,0.4,0.69
PHOSPH9,ENST00000392425,56.31,32.54,42.74,0.58,0.86,0.7,1.63,1.49,2.02
CCDC19,ENST00000368099,56.32,52.94,54.13,0.58,0.63,0.59,1.63,1.78,1.75
GTF3C6,ENST00000329970,56.32,66.41,62.17,0.58,0.54,0.48,1.63,1.2,1.44
TMEM204,ENST00000566264,56.33,16.88,34.8,0.58,1.66,0.9,1.63,0.71,1.77
WSCD1,ENST00000574946,56.33,35.13,44.19,0.58,0.76,0.62,1.63,1.58,2.05
ILVBL,ENST00000263383,56.34,51.84,53.49,0.58,0.59,0.63,1.63,1.87,1.82
ERN2,ENST00000256797,56.35,56.25,55.98,0.58,0.52,0.49,1.63,1.55,1.76
FBXL13,ENST00000313221,56.35,49.98,52.44,0.58,0.66,0.61,1.63,2.02,1.92
CCDC89,ENST00000316398,56.36,63.1,60.17,0.58,0.48,0.48,1.63,1.3,1.61
ORC1,ENST00000371568,56.36,46.02,50.21,0.58,0.77,0.63,1.63,2.03,1.9
ARHGEF18,ENST00000359920,56.37,22.57,37.7,0.58,1.47,0.84,1.62,0.85,2.01
IL20RB,ENST00000329582,56.37,68.31,63.52,0.58,0.52,0.49,1.63,1.2,1.39
CHURC1,ENST00000607599,56.38,90.95,76.77,0.58,0.25,0.34,1.63,0.35,0.61
BRF1,ENST00000546474,56.38,28.85,40.8,0.58,1.15,0.8,1.63,1.29,2.04
AEBP1,ENST00000223357,56.39,34.89,44.07,0.58,0.76,0.61,1.63,1.55,2.02
PCNXL2,ENST00000258229,56.39,36.28,44.98,0.58,0.82,0.68,1.63,1.61,2.04
DHTKD1,ENST00000263035,56.4,70.17,64.63,0.58,0.53,0.51,1.63,1.12,1.32
STMN3,ENST00000370053,56.4,53.57,54.56,0.58,0.63,0.56,1.63,1.7,1.73
ZNF300,ENST00000446148,56.41,45.18,49.72,0.58,0.7,0.66,1.63,1.98,1.85
UPK3A,ENST00000216211,56.41,88.21,75.21,0.58,0.23,0.37,1.63,0.37,0.67
TMEM37,ENST00000306406,56.42,86.42,74.27,0.58,0.24,0.39,1.64,0.42,0.69
RPL51,ENST00000229238,56.42,69.97,64.51,0.58,0.53,0.51,1.64,1.14,1.34
UGGT2,ENST00000376747,56.43,56.59,56.28,0.58,0.53,0.49,1.64,1.55,1.75
FAM118A,ENST00000216214,56.43,55.86,55.82,0.58,0.51,0.52,1.64,1.58,1.75
OR51A7,ENST00000359350,56.44,96.42,79.73,0.58,0.22,0.38,1.64,0.19,0.53
GPR101,ENST00000298110,56.44,29.16,41.01,0.58,1.13,0.76,1.64,1.34,2.04
POF1B,ENST00000262753,56.45,62.71,60.01,0.58,0.51,0.48,1.64,1.31,1.63
CCDC176,ENST00000394009,56.45,69.47,64.25,0.58,0.54,0.51,1.65,1.12,1.35
ZNF354B,ENST00000322434,56.46,39.73,46.81,0.58,0.66,0.67,1.65,1.66,1.87
TRIM35,ENST00000305364,56.46,36.1,44.92,0.58,0.81,0.68,1.64,1.59,2.04
DAO,ENST00000228476,56.47,85.07,73.57,0.58,0.25,0.4,1.64,0.45,0.75
CCBE1,ENST00000439986,56.47,53.89,54.76,0.58,0.65,0.54,1.65,1.7,1.74
RPL37,ENST00000360840,56.48,61.87,59.44,0.58,0.57,0.49,1.65,1.35,1.7
FPGT,ENST00000609362,56.48,71.04,65.22,0.58,0.49,0.53,1.65,1.07,1.31
LEPREL1,ENST00000319332,56.49,62.16,59.64,0.58,0.53,0.49,1.65,1.35,1.68
POMT1,ENST00000372228,56.5,52.18,53.76,0.58,0.62,0.62,1.65,1.84,1.8
RAI2,ENST00000545871,56.5,20.18,36.43,0.58,1.42,0.84,1.64,0.75,1.87
CX3CR1,ENST00000358309,56.51,57.64,56.9,0.58,0.56,0.49,1.64,1.48,1.7
CCDC142,ENST00000290418,56.51,52.23,53.81,0.58,0.62,0.62,1.63,1.84,1.79
ZFAND1,ENST00000220669,56.52,69.67,64.35,0.58,0.53,0.51,1.63,1.12,1.34
NDUFA9,ENST00000266544,56.52,30.28,41.64,0.58,1.08,0.72,1.63,1.4,2.02
BCAS4,ENST00000358791,56.53,77.89,69.34,0.58,0.42,0.43,1.63,0.79,0.98
SPAG4,ENST00000374273,56.53,51.87,53.61,0.58,0.59,0.63,1.63,1.87,1.82
UBE3D,ENST00000369747,56.54,53.14,54.38,0.58,0.66,0.58,1.63,1.77,1.75
CABYR,ENST00000399496,56.54,61.6,59.26,0.58,0.54,0.51,1.63,1.41,1.68
HOXC9,ENST00000303450,56.55,62.23,59.72,0.58,0.53,0.49,1.63,1.34,1.66
GDPD3,ENST00000406256,56.55,81.1,71.28,0.58,0.35,0.43,1.63,0.55,0.87
GIPC1,ENST00000393033,56.56,52.79,54.17,0.58,0.65,0.61,1.63,1.8,1.73
DCAKD,ENST00000452796,56.56,55.22,55.57,0.58,0.57,0.53,1.63,1.62,1.73
TAS2R38,ENST00000547270,56.57,61.53,59.25,0.58,0.54,0.49,1.63,1.41,1.68
AN2B1,ENST00000456935,56.57,53.79,54.77,0.58,0.63,0.54,1.63,1.7,1.74
ABCC2,ENST00000370449,56.58,63.74,60.7,0.58,0.49,0.44,1.63,1.22,1.61
TAL2,ENST00000334077,56.58,78.29,69.63,0.58,0.43,0.44,1.63,0.74,0.95
CD2BP2,ENST00000305596,56.59,61.21,59.07,0.58,0.53,0.49,1.63,1.4,1.67
ATP1A4,ENST00000368081,56.59,51.29,53.32,0.58,0.65,0.62,1.63,1.9,1.86
EXOSC5,ENST00000221233,56.6,63.24,60.38,0.58,0.47,0.44,1.63,1.31,1.58
CRYL1,ENST00000298248,56.6,58.07,57.22,0.58,0.53,0.52,1.63,1.46,1.69
GAM,ENST00000549489,56.61,44.45,49.44,0.58,0.63,0.7,1.63,1.98,1.83
ELTD1,ENST00000370742,56.61,49.64,52.37,0.58,0.66,0.61,1.63,2.02,1.9
EPX,ENST00000225371,56.62,68.28,63.67,0.58,0.52,0.49,1.63,1.2,1.39
RPL12,ENST00000333676,56.62,66.77,62.61,0.58,0.56,0.48,1.62,1.22,1.39
CL1,ENST00000369026,56.63,11.29,32.12,0.58,2.13,0.9,1.62,0.55,1.6
RAB19,ENST00000537763,56.63,94,78.56,0.58,0.25,0.38,1.62,0.26,0.55
PTPLA,ENST00000361271,56.64,87.71,75.11,0.58,0.24,0.39,1.62,0.37,0.67
ATIC,ENST00000236959,56.64,69.25,64.22,0.58,0.57,0.51,1.62,1.14,1.35
YBPHL,ENST00000357155,56.65,41.03,47.64,0.58,0.59,0.65,1.62,1.81,1.88
PCDHA13,ENST00000289272,56.66,65.87,62.02,0.57,0.54,0.49,1.62,1.23,1.44
COX18,ENST00000295890,56.66,81.45,71.58,0.57,0.33,0.44,1.62,0.55,0.83
HMOX1,ENST00000216117,56.67,53.58,54.71,0.57,0.62,0.57,1.61,1.7,1.73
PDE4C,ENST00000355502,56.67,44.4,49.44,0.57,0.61,0.7,1.61,1.97,1.84
HMCES,ENST00000383463,56.68,60.76,58.81,0.57,0.56,0.51,1.61,1.4,1.65
ZNF286A,ENST00000464847,56.68,52.5,54.12,0.57,0.66,0.59,1.61,1.83,1.75
KRT33B,ENST00000251646,56.69,86.83,74.68,0.57,0.23,0.4,1.61,0.4,0.67
GAP43,ENST00000393780,56.69,55.37,55.69,0.57,0.58,0.53,1.61,1.61,1.73
EFNA4,ENST00000427683,56.7,78.21,69.66,0.56,0.43,0.44,1.61,0.74,0.95
TGM3,ENST00000381458,56.7,35.71,44.83,0.56,0.78,0.66,1.61,1.58,2.04
TCF23,ENST00000296096,56.71,82.25,72.1,0.56,0.34,0.43,1.6,0.52,0.81
ZNF527,ENST00000436120,56.71,36.18,45.11,0.56,0.82,0.7,1.6,1.61,2.01
CDYL2,ENST00000570137,56.72,31.98,42.63,0.56,0.92,0.68,1.6,1.48,2.02
ASB11,ENST00000480796,56.72,78.95,70.08,0.56,0.4,0.47,1.6,0.69,0.91
ZNF41,ENST00000377065,56.73,31.97,42.63,0.57,0.92,0.68,1.6,1.48,2.02
OLR1,ENST00000309539,56.73,40.99,47.67,0.57,0.61,0.66,1.6,1.8,1.88
BTPS1,ENST00000343411,56.74,29.93,41.57,0.57,1.11,0.73,1.6,1.41,2.01
LSS,ENST00000397728,56.74,28.31,40.71,0.57,1.16,0.81,1.6,1.22,2.04
LPO,ENST00000262290,56.75,67.36,63.12,0.57,0.56,0.49,1.6,1.21,1.39
NOL11,ENST00000253247,56.75,35.34,44.61,0.57,0.77,0.62,1.6,1.57,2.05
SLC38A6,ENST00000354886,56.76,78.53,69.87,0.58,0.4,0.46,1.6,0.74,0.92
OR10G3,ENST00000303532,56.76,84.11,73.19,0.58,0.27,0.43,1.6,0.45,0.79
IRAK1,ENST00000369980,56.77,11.29,32.24,0.58,2.13,0.91,1.6,0.55,1.6
C12orf50,ENST00000298699,56.77,42.76,48.65,0.58,0.62,0.67,1.6,1.92,1.85
POLR3H,ENST00000355209,56.78,58.36,57.51,0.58,0.54,0.52,1.6,1.41,1.66
SNX15,ENST00000377244,56.78,57.93,57.24,0.58,0.57,0.52,1.6,1.46,1.7
ETTL21C,ENST00000267273,56.79,77.1,69,0.58,0.42,0.46,1.6,0.78,1.03
CC2D2A,ENST00000424120,56.79,40.98,47.7,0.58,0.61,0.65,1.6,1.79,1.89
WDR38,ENST00000373574,56.8,84.68,73.54,0.58,0.27,0.4,1.6,0.42,0.74
C1QB,ENST00000314933,56.8,56.84,56.62,0.58,0.56,0.52,1.59,1.54,1.72
TLR10,ENST00000308973,56.81,56.27,56.31,0.58,0.52,0.49,1.59,1.55,1.75
IFIH1,ENST00000263642,56.82,81.41,71.68,0.58,0.33,0.44,1.58,0.54,0.82
DNAH12,ENST00000311202,56.82,61.51,59.41,0.58,0.54,0.49,1.58,1.4,1.71
PTGR1,ENST00000407693,56.83,71.03,65.48,0.58,0.49,0.52,1.58,1.07,1.29
PROKR2,ENST00000546004,56.83,81.25,71.56,0.58,0.34,0.44,1.58,0.54,0.83
CHMP4C,ENST00000297265,56.84,76,68.42,0.58,0.44,0.47,1.57,0.86,1.06
NPTX2,ENST00000265634,56.84,39.21,46.74,0.58,0.7,0.66,1.58,1.63,1.87
IL1B,ENST00000263341,56.85,34.17,43.89,0.58,0.84,0.62,1.58,1.55,2.02
RPS17,ENST00000285298,56.85,86.68,74.7,0.58,0.24,0.4,1.58,0.4,0.67
ACMSD,ENST00000356140,56.86,61.27,59.28,0.58,0.53,0.51,1.59,1.39,1.68
PLG,ENST00000308192,56.86,21.56,37.45,0.58,1.44,0.86,1.58,0.81,2.01
ROS1,ENST00000368508,56.87,60.26,58.65,0.58,0.53,0.52,1.58,1.38,1.65
GPR137B,ENST00000366592,56.87,73.75,67.05,0.58,0.52,0.52,1.58,1.03,1.16
TRDMT1,ENST00000377799,56.88,65.81,62.12,0.58,0.54,0.48,1.58,1.22,1.44
CSRNP1,ENST00000273153,56.88,27.15,40.29,0.58,1.24,0.8,1.58,1.14,1.99
DFFB,ENST00000378209,56.89,58.81,57.87,0.58,0.54,0.48,1.58,1.41,1.65
DUPD1,ENST00000338487,56.89,92.12,77.72,0.58,0.24,0.38,1.58,0.32,0.55
OR4D5,ENST00000307033,56.9,91.53,77.41,0.58,0.23,0.35,1.58,0.32,0.58
CLCA2,ENST00000370565,56.9,70.25,65.03,0.58,0.52,0.51,1.58,1.12,1.31
CYP24A1,ENST00000216862,56.91,79.49,70.54,0.58,0.38,0.43,1.58,0.66,0.91
EIF4EBP1,ENST00000338825,56.91,79.32,70.43,0.58,0.38,0.43,1.58,0.67,0.91
CTC1,ENST00000315684,56.92,33.09,43.37,0.58,0.84,0.63,1.58,1.49,2.01
INPP5E,ENST00000371712,56.92,34.3,44.01,0.58,0.85,0.62,1.58,1.56,2.04
RASD1,ENST00000225688,56.93,66.82,62.85,0.58,0.54,0.51,1.58,1.23,1.4
SLBP,ENST00000489418,56.93,40.94,47.77,0.58,0.61,0.65,1.57,1.78,1.88
C12orf56,ENST00000333722,56.94,83.1,72.73,0.58,0.29,0.43,1.57,0.49,0.81
IDNK,ENST00000376419,56.94,35.64,44.94,0.57,0.78,0.68,1.57,1.58,2.03
ABHD10,ENST00000273359,56.95,64.27,61.28,0.57,0.49,0.44,1.58,1.2,1.48
TXNL4B,ENST00000268483,56.95,82.13,72.19,0.57,0.34,0.43,1.58,0.51,0.81
ISLR,ENST00000249842,56.96,62.78,60.34,0.57,0.51,0.46,1.58,1.31,1.58
TFPI,ENST00000233156,56.97,28.91,41.17,0.57,1.15,0.76,1.58,1.3,2.02
LRRC34,ENST00000446859,56.97,56.22,56.41,0.57,0.52,0.51,1.57,1.56,1.73
RBM23,ENST00000359890,56.98,60.2,58.68,0.57,0.52,0.51,1.57,1.38,1.65
CDHR1,ENST00000372117,56.98,71.63,65.93,0.57,0.53,0.51,1.57,1.07,1.23
OR2A5,ENST00000408906,56.99,85.72,74.21,0.57,0.27,0.39,1.57,0.44,0.69
VCPKMT,ENST00000395860,56.99,91,77.15,0.57,0.25,0.35,1.57,0.35,0.59
ADAMTS13,ENST00000371929,57,35.84,45.08,0.57,0.8,0.7,1.57,1.59,2.02
GUCA1A,ENST00000394237,57,75.78,68.36,0.57,0.43,0.49,1.57,0.88,1.06
CCR9,ENST00000357632,57.01,64.71,61.57,0.57,0.48,0.46,1.57,1.24,1.48
C3orf70,ENST00000335012,57.01,77.34,69.3,0.57,0.42,0.43,1.57,0.77,0.98
SCNN1A,ENST00000360168,57.02,50.42,53.14,0.57,0.65,0.61,1.57,1.95,1.87
TATDN2,ENST00000287652,57.02,43.53,49.19,0.57,0.59,0.72,1.58,1.97,1.84
LONRF2,ENST00000393437,57.03,31.76,42.69,0.57,0.94,0.68,1.58,1.48,2.02
HOXB13,ENST00000290295,57.03,85.35,73.98,0.57,0.25,0.39,1.58,0.45,0.7
SERPINI2,ENST00000476257,57.04,77.79,69.61,0.57,0.42,0.44,1.58,0.79,0.95
ERCC4,ENST00000311895,57.04,49.26,52.44,0.57,0.66,0.61,1.58,2.03,1.92
FAM208B,ENST00000328090,57.05,14.38,33.88,0.57,2.05,0.89,1.58,0.61,1.73
CCDC13,ENST00000310232,57.05,38.47,46.41,0.57,0.73,0.67,1.57,1.7,1.9
LMAN2,ENST00000303127,57.06,52.49,54.33,0.57,0.66,0.59,1.57,1.83,1.74
RAD51D,ENST00000590016,57.06,63.35,60.8,0.57,0.48,0.43,1.57,1.3,1.6
TTLL11,ENST00000321582,57.07,60.25,58.77,0.57,0.53,0.52,1.57,1.38,1.65
BEX5,ENST00000543160,57.07,96.27,80,0.56,0.22,0.35,1.57,0.2,0.52
VSIG10,ENST00000359236,57.08,47.74,51.55,0.56,0.59,0.62,1.57,1.99,1.93
TUT1,ENST00000308436,57.08,44.57,49.76,0.56,0.65,0.65,1.57,1.97,1.86
FAM57A,ENST00000308278,57.09,37.62,46.07,0.56,0.78,0.68,1.58,1.71,1.97
CHST8,ENST00000262622,57.09,61,59.26,0.56,0.54,0.51,1.58,1.41,1.68
PADI3,ENST00000375460,57.1,50.14,53.01,0.56,0.67,0.61,1.58,1.99,1.87
NOX4,ENST00000263317,57.1,61.49,59.6,0.56,0.54,0.49,1.57,1.4,1.68
C9orf91,ENST00000288502,57.11,64.18,61.3,0.56,0.49,0.44,1.57,1.2,1.48
C3orf14,ENST00000494481,57.11,89.17,76.2,0.56,0.27,0.37,1.57,0.35,0.62
BBS12,ENST00000542236,57.12,53.75,55.02,0.56,0.63,0.51,1.57,1.7,1.73
TCTE1,ENST00000371505,57.13,78.99,70.36,0.56,0.4,0.43,1.57,0.69,0.91
SCN11A,ENST00000302328,57.13,42.43,48.66,0.56,0.59,0.67,1.57,1.89,1.85
TIMP4,ENST00000287814,57.14,63.73,61.04,0.56,0.49,0.43,1.57,1.22,1.55
DNHD1,ENST00000254579,57.14,43.49,49.23,0.56,0.61,0.72,1.56,1.96,1.85
C4orf27,ENST00000393381,57.15,62.71,60.4,0.56,0.51,0.44,1.56,1.31,1.58
SLC35E4,ENST00000343605,57.15,59.31,58.27,0.56,0.51,0.47,1.56,1.41,1.65
AGTR2,ENST00000371906,57.16,72.55,66.51,0.56,0.47,0.51,1.56,1.04,1.21
SPACA1,ENST00000237201,57.16,41.5,48.2,0.54,0.62,0.66,1.56,1.82,1.87
PCCB,ENST00000469217,57.17,48.14,51.81,0.54,0.63,0.62,1.56,1.97,1.92
XRCC2,ENST00000359321,57.17,74.45,67.66,0.54,0.53,0.51,1.56,1,1.13
CCNJL,ENST00000393977,57.18,64.27,61.4,0.54,0.49,0.44,1.56,1.2,1.48
CXCR2,ENST00000318507,57.18,74.38,67.63,0.56,0.53,0.51,1.56,1,1.13
PGLYRP3,ENST00000290722,57.19,67.81,63.77,0.56,0.52,0.49,1.56,1.18,1.38
UGT1A6,ENST00000305139,57.19,59.08,58.24,0.56,0.49,0.47,1.56,1.44,1.65
CMBL,ENST00000296658,57.2,61.26,59.52,0.56,0.53,0.49,1.57,1.4,1.7
OR10A2,ENST00000307322,57.2,84.27,73.53,0.56,0.28,0.4,1.57,0.44,0.74
AMDHD1,ENST00000266736,57.21,63.88,61.16,0.56,0.49,0.43,1.57,1.21,1.51
AMER1,ENST00000330258,57.21,23.7,38.72,0.56,1.39,0.82,1.57,0.93,2.02
CYP39A1,ENST00000275016,57.22,74.58,67.79,0.56,0.53,0.51,1.57,1,1.12
OGDHL,ENST00000374103,57.22,36.51,45.55,0.56,0.8,0.7,1.57,1.64,1.97
DDIT3,ENST00000551116,57.23,33.86,43.94,0.56,0.84,0.61,1.57,1.55,2.02
WBP5,ENST00000372661,57.23,90.13,76.8,0.56,0.25,0.35,1.57,0.38,0.61
STOML3,ENST00000379631,57.24,86.75,74.92,0.56,0.24,0.39,1.57,0.4,0.64
TCEA2,ENST00000343484,57.24,46.52,50.94,0.56,0.73,0.66,1.57,2.02,1.85
VPS37A,ENST00000324849,57.25,37.45,46.05,0.56,0.76,0.68,1.57,1.66,1.97
IL7R,ENST00000303115,57.25,56.62,56.76,0.56,0.53,0.52,1.57,1.55,1.7
BOAT1,ENST00000324607,57.26,59.63,58.5,0.56,0.52,0.51,1.56,1.4,1.64
RNF166,ENST00000312838,57.26,32.26,43.13,0.56,0.86,0.65,1.56,1.46,1.99
PARP12,ENST00000263549,57.27,42.09,48.58,0.56,0.61,0.67,1.56,1.85,1.85
COL9A3,ENST00000343916,57.27,39.24,47,0.56,0.68,0.7,1.56,1.64,1.87
RPS31,ENST00000323563,57.28,46.98,51.2,0.56,0.71,0.63,1.56,1.96,1.91
CALML3,ENST00000315238,57.29,93.95,78.88,0.56,0.25,0.39,1.56,0.26,0.52
SLCO1C1,ENST00000381552,57.29,54.76,55.72,0.56,0.58,0.53,1.56,1.63,1.74
NUP210,ENST00000254508,57.3,39.14,46.98,0.56,0.7,0.7,1.56,1.62,1.87
